customer_id,name,plan_type,region,data_used_gb,calls_made,revenue_inr,arpu,complaints_total,complaints_open,complaint_open_ratio,tenure,contract_type,monthly_charges,churn,churn_flag
1421,Arun Nair,Prepaid,Kolkata,1.13,218,107.72,2.07,2.0,2.0,1.0,52,Month-To-Month,114.42,Yes,1
1422,Kavya Shah,Postpaid,Delhi,9.67,291,253.43,7.04,1.0,1.0,1.0,36,Two Year,280.17,No,0
1423,Priya Singh,Postpaid,Delhi,8.3,245,305.14,8.03,2.0,2.0,1.0,38,Month-To-Month,348.42,No,0
1424,Vikram Shah,Postpaid,Chennai,6.69,349,331.05,8.49,3.0,1.0,0.33,39,Month-To-Month,311.07,No,0
1425,Vikram Shah,Postpaid,Hyderabad,13.07,219,260.22,5.2,1.0,1.0,1.0,50,Month-To-Month,286.31,No,0
1426,Arun Pandey,Prepaid,Bangalore,4.43,274,210.0,5.68,2.0,0.0,0.0,37,One Year,198.67,No,0
1427,Ajay Sharma,Prepaid,Bangalore,5.04,398,154.84,2.98,0.0,0.0,0.0,52,Two Year,160.11,No,0
1428,Ravi Verma,Postpaid,Delhi,17.52,314,219.01,6.26,1.0,1.0,1.0,35,Month-To-Month,224.69,No,0
1429,Rekha Kumar,Postpaid,Mumbai,20.14,274,240.23,34.32,0.0,0.0,0.0,7,Two Year,242.47,No,0
1430,Meena Iyer,Prepaid,Hyderabad,6.13,220,195.6,7.24,0.0,0.0,0.0,27,Month-To-Month,203.68,Yes,1
1431,Sunita Das,Postpaid,Kolkata,13.12,217,325.49,11.62,1.0,0.0,0.0,28,Two Year,369.8,No,0
1432,Sunita Chatterjee,Prepaid,Mumbai,2.0,195,232.46,10.57,0.0,0.0,0.0,22,One Year,246.54,No,0
1433,Divya Das,Prepaid,Mumbai,1.13,226,233.25,16.66,1.0,0.0,0.0,14,Two Year,222.33,No,0
1434,Sunita Das,Prepaid,Hyderabad,3.41,356,215.19,30.74,1.0,1.0,1.0,7,Month-To-Month,204.99,Yes,1
1435,Amit Singh,Postpaid,Delhi,23.25,258,416.8,11.26,1.0,0.0,0.0,37,Two Year,445.36,No,0
1436,Amit Singh,Postpaid,Delhi,14.16,145,299.0,13.59,2.0,0.0,0.0,22,One Year,302.62,No,0
1437,Ajay Rao,Prepaid,Delhi,5.0,457,113.36,22.67,1.0,0.0,0.0,5,Month-To-Month,124.84,Yes,1
1438,Sneha Pillai,Postpaid,Delhi,17.95,312,204.2,3.71,0.0,0.0,0.0,55,Two Year,223.63,No,0
1439,Preeti Chatterjee,Prepaid,Bangalore,3.01,139,83.34,41.67,2.0,1.0,0.5,2,Month-To-Month,97.26,Yes,1
1440,Kavya Sharma,Prepaid,Delhi,2.32,236,231.57,8.58,0.0,0.0,0.0,27,Two Year,206.94,No,0
1441,Manoj Nair,Postpaid,Bangalore,10.26,291,267.74,12.75,0.0,0.0,0.0,21,Month-To-Month,293.19,No,0
1442,Preeti Verma,Postpaid,Bangalore,10.84,450,277.48,5.14,0.0,0.0,0.0,54,One Year,302.18,No,0
1443,Asha Sharma,Postpaid,Delhi,21.54,169,212.83,5.6,0.0,0.0,0.0,38,One Year,227.9,No,0
1444,Pooja Reddy,Postpaid,Chennai,26.95,378,313.2,20.88,1.0,1.0,1.0,15,Month-To-Month,352.61,No,0
1445,Vinod Mishra,Postpaid,Kolkata,13.23,420,382.45,18.21,0.0,0.0,0.0,21,Month-To-Month,367.11,No,0
1446,Ravi Shah,Postpaid,Mumbai,8.08,217,292.17,29.22,2.0,0.0,0.0,10,Month-To-Month,334.85,Yes,1
1447,Suresh Chopra,Prepaid,Bangalore,4.96,252,201.72,8.77,0.0,0.0,0.0,23,Month-To-Month,226.58,Yes,1
1448,Geeta Patel,Prepaid,Hyderabad,4.24,176,201.44,3.47,2.0,1.0,0.5,58,Month-To-Month,193.06,Yes,1
1449,Vinod Bose,Prepaid,Hyderabad,2.18,260,187.14,3.34,1.0,1.0,1.0,56,One Year,196.6,No,0
1450,Swati Bose,Prepaid,Kolkata,1.81,276,233.68,5.99,0.0,0.0,0.0,39,Month-To-Month,219.96,Yes,1
1451,Ajay Iyer,Postpaid,Hyderabad,8.42,346,290.51,58.1,0.0,0.0,0.0,5,Month-To-Month,285.59,Yes,1
1452,Rahul Shah,Prepaid,Chennai,3.82,389,151.01,151.01,0.0,0.0,0.0,1,One Year,162.94,No,0
1453,Vinod Singh,Prepaid,Hyderabad,2.25,205,179.45,13.8,1.0,0.0,0.0,13,Month-To-Month,171.68,Yes,1
1454,Asha Joshi,Prepaid,Mumbai,3.88,83,168.65,8.03,0.0,0.0,0.0,21,Two Year,190.59,No,0
1455,Anita Rao,Postpaid,Mumbai,8.9,278,467.94,18.0,0.0,0.0,0.0,26,Two Year,462.88,No,0
1456,Preeti Pandey,Prepaid,Bangalore,6.88,309,225.47,4.51,1.0,0.0,0.0,50,One Year,229.8,No,0
1457,Divya Bose,Postpaid,Delhi,6.79,305,298.77,6.64,0.0,0.0,0.0,45,One Year,321.13,No,0
1458,Ajay Mishra,Prepaid,Chennai,3.57,247,189.47,9.02,2.0,0.0,0.0,21,Two Year,183.74,No,0
1459,Vinod Mishra,Prepaid,Bangalore,4.48,292,266.31,5.02,0.0,0.0,0.0,53,Month-To-Month,239.62,Yes,1
1460,Ajay Kumar,Postpaid,Chennai,12.72,432,280.47,15.58,2.0,0.0,0.0,18,Month-To-Month,243.96,No,0
1461,Meena Mishra,Postpaid,Delhi,16.89,318,315.83,8.54,1.0,1.0,1.0,37,Month-To-Month,305.94,No,0
1462,Geeta Chatterjee,Prepaid,Hyderabad,1.47,243,151.32,3.36,3.0,1.0,0.33,45,One Year,155.77,No,0
1463,Neha Rao,Postpaid,Hyderabad,24.95,230,294.26,9.2,2.0,2.0,1.0,32,Month-To-Month,320.7,No,0
1464,Divya Mishra,Postpaid,Delhi,7.34,263,357.42,9.93,0.0,0.0,0.0,36,One Year,385.51,No,0
1465,Sunita Bose,Prepaid,Bangalore,7.72,444,145.79,8.58,2.0,1.0,0.5,17,Two Year,146.69,No,0
1466,Arun Chopra,Postpaid,Delhi,16.02,262,390.57,11.16,1.0,1.0,1.0,35,Two Year,406.77,No,0
1467,Manoj Verma,Postpaid,Kolkata,11.19,278,507.27,10.35,2.0,0.0,0.0,49,One Year,451.25,No,0
1468,Sneha Chatterjee,Postpaid,Mumbai,8.05,232,307.84,27.99,0.0,0.0,0.0,11,Month-To-Month,320.5,Yes,1
1469,Divya Sharma,Postpaid,Bangalore,6.43,390,299.88,14.28,0.0,0.0,0.0,21,Two Year,311.71,No,0
1470,Arun Nair,Postpaid,Chennai,7.42,476,411.71,7.92,2.0,0.0,0.0,52,One Year,426.62,No,0
1471,Neha Shah,Postpaid,Kolkata,11.5,325,476.68,8.67,1.0,0.0,0.0,55,Month-To-Month,432.96,Yes,1
1472,Neha Reddy,Postpaid,Bangalore,19.19,288,427.76,8.07,1.0,0.0,0.0,53,Month-To-Month,409.25,Yes,1
1473,Swati Shah,Postpaid,Delhi,5.2,284,283.21,10.89,0.0,0.0,0.0,26,Two Year,273.83,No,0
1474,Meena Pandey,Postpaid,Delhi,11.93,42,364.71,91.18,0.0,0.0,0.0,4,One Year,383.81,No,0
1475,Swati Singh,Postpaid,Delhi,15.06,355,392.98,11.56,0.0,0.0,0.0,34,Two Year,358.76,No,0
1476,Vikram Rao,Postpaid,Delhi,9.11,293,374.07,7.19,1.0,0.0,0.0,52,Two Year,434.2,No,0
1477,Pooja Chopra,Prepaid,Chennai,3.07,323,178.82,3.73,0.0,0.0,0.0,48,One Year,160.92,No,0
1478,Manoj Bose,Postpaid,Kolkata,12.57,209,217.5,12.08,0.0,0.0,0.0,18,One Year,216.67,No,0
1479,Arjun Bose,Postpaid,Hyderabad,15.64,242,392.85,9.82,2.0,0.0,0.0,40,Month-To-Month,405.22,Yes,1
1480,Sanjay Kumar,Prepaid,Mumbai,0.77,239,122.97,3.51,0.0,0.0,0.0,35,Month-To-Month,123.07,Yes,1
1481,Divya Joshi,Postpaid,Chennai,17.59,382,306.12,7.47,3.0,0.0,0.0,41,Month-To-Month,291.48,No,0
1482,Amit Shah,Prepaid,Chennai,2.87,242,167.86,5.79,2.0,0.0,0.0,29,One Year,196.6,No,0
1483,Rohit Chatterjee,Prepaid,Hyderabad,7.5,488,249.03,4.79,1.0,1.0,1.0,52,One Year,224.06,No,0
1484,Vikram Patel,Postpaid,Hyderabad,10.9,323,285.45,9.84,0.0,0.0,0.0,29,Two Year,290.08,No,0
1485,Priya Verma,Prepaid,Mumbai,2.08,152,80.14,2.11,1.0,0.0,0.0,38,Month-To-Month,84.1,No,0
1486,Deepak Kumar,Postpaid,Mumbai,10.01,267,370.53,8.82,0.0,0.0,0.0,42,One Year,415.64,No,0
1487,Geeta Chopra,Postpaid,Hyderabad,9.7,215,323.87,15.42,0.0,0.0,0.0,21,One Year,329.86,No,0
1488,Karan Sharma,Prepaid,Delhi,16.86,61,193.9,4.62,0.0,0.0,0.0,42,One Year,194.11,No,0
1489,Swati Mehta,Prepaid,Chennai,5.74,440,186.28,14.33,0.0,0.0,0.0,13,One Year,191.82,No,0
1490,Rekha Verma,Prepaid,Bangalore,2.21,350,133.65,2.73,0.0,0.0,0.0,49,Month-To-Month,126.85,Yes,1
1491,Karan Das,Postpaid,Mumbai,11.65,333,409.14,9.98,0.0,0.0,0.0,41,One Year,419.09,No,0
1492,Arjun Iyer,Postpaid,Mumbai,10.38,297,451.24,26.54,0.0,0.0,0.0,17,Month-To-Month,396.37,No,0
1493,Rajesh Patel,Postpaid,Hyderabad,15.35,142,322.51,5.76,2.0,0.0,0.0,56,Month-To-Month,313.18,No,0
1494,Nisha Rao,Prepaid,Kolkata,2.51,232,239.28,26.59,1.0,0.0,0.0,9,Month-To-Month,219.07,Yes,1
1495,Kavya Joshi,Postpaid,Bangalore,13.44,364,412.08,10.05,0.0,0.0,0.0,41,One Year,466.78,No,0
1496,Priya Singh,Prepaid,Bangalore,2.05,175,173.26,173.26,1.0,0.0,0.0,1,Two Year,178.77,No,0
1497,Ajay Verma,Postpaid,Mumbai,6.46,27,287.34,143.67,1.0,0.0,0.0,2,One Year,302.13,No,0
1498,Ravi Pandey,Prepaid,Delhi,3.28,257,163.65,3.41,0.0,0.0,0.0,48,One Year,160.31,No,0
1499,Arun Iyer,Postpaid,Kolkata,15.65,266,547.71,18.89,2.0,0.0,0.0,29,One Year,494.17,No,0
1500,Arjun Bose,Prepaid,Bangalore,4.14,294,55.82,1.69,1.0,1.0,1.0,33,One Year,63.9,No,0
